CMDLINE python bad_optimizing.py
MEM 5535.312500 1686578011.9911
MEM 5570.750000 1686578012.0951
MEM 5606.003906 1686578012.1987
MEM 5641.207031 1686578012.3028
MEM 5666.929688 1686578012.4067
MEM 5701.769531 1686578012.5108
MEM 5737.191406 1686578012.6149
MEM 5772.738281 1686578012.7190
MEM 5807.980469 1686578012.8231
MEM 5843.246094 1686578012.9272
MEM 5878.671875 1686578013.0312
MEM 5913.960938 1686578013.1353
MEM 5949.417969 1686578013.2396
MEM 5984.300781 1686578013.3437
MEM 6019.765625 1686578013.4477
MEM 6055.070312 1686578013.5514
MEM 6090.347656 1686578013.6550
MEM 6125.835938 1686578013.7590
MEM 6161.156250 1686578013.8631
MEM 6196.558594 1686578013.9673
MEM 6231.921875 1686578014.0713
MEM 6267.085938 1686578014.1749
MEM 6302.570312 1686578014.2795
MEM 6337.867188 1686578014.3846
MEM 6472.707031 1686578014.4887
MEM 6398.136719 1686578014.5928
MEM 6432.558594 1686578014.6969
MEM 6466.925781 1686578014.8009
MEM 6501.925781 1686578014.9049
MEM 6537.292969 1686578015.0084
MEM 6572.394531 1686578015.1125
MEM 6607.824219 1686578015.2166
MEM 6643.238281 1686578015.3207
MEM 6678.488281 1686578015.4250
MEM 6713.539062 1686578015.5286
MEM 6749.117188 1686578015.6327
MEM 6784.644531 1686578015.7365
MEM 6820.265625 1686578015.8406
MEM 6855.609375 1686578015.9445
MEM 6891.234375 1686578016.0488
MEM 6926.703125 1686578016.1529
MEM 6962.359375 1686578016.2571
MEM 6997.800781 1686578016.3612
MEM 7033.500000 1686578016.4652
MEM 7069.199219 1686578016.5693
MEM 7104.660156 1686578016.6734
MEM 7140.105469 1686578016.7771
MEM 7254.660156 1686578016.8810
MEM 7198.867188 1686578016.9850
MEM 7234.437500 1686578017.0891
MEM 7270.207031 1686578017.1935
MEM 7305.773438 1686578017.2975
MEM 7340.843750 1686578017.4009
MEM 7376.285156 1686578017.5051
MEM 7411.898438 1686578017.6092
MEM 7447.566406 1686578017.7136
MEM 7483.156250 1686578017.8177
MEM 7518.453125 1686578017.9213
MEM 7554.078125 1686578018.0254
MEM 7589.683594 1686578018.1295
MEM 7625.320312 1686578018.2336
MEM 7660.792969 1686578018.3380
MEM 7696.187500 1686578018.4419
MEM 7731.488281 1686578018.5456
MEM 7766.949219 1686578018.6493
MEM 7802.210938 1686578018.7532
MEM 7837.527344 1686578018.8573
MEM 7872.722656 1686578018.9610
MEM 7908.109375 1686578019.0646
MEM 7943.519531 1686578019.1685
MEM 7979.062500 1686578019.2726
MEM 8010.257812 1686578019.3767
MEM 8045.695312 1686578019.4808
MEM 8067.933594 1686578019.5849
MEM 8102.527344 1686578019.6890
MEM 8137.085938 1686578019.7931
MEM 8171.550781 1686578019.8972
MEM 8206.574219 1686578020.0013
MEM 8242.070312 1686578020.1049
MEM 8277.601562 1686578020.2090
MEM 8313.140625 1686578020.3123
MEM 8348.066406 1686578020.4163
MEM 8383.550781 1686578020.5204
MEM 8419.070312 1686578020.6245
MEM 8454.562500 1686578020.7286
MEM 8489.996094 1686578020.8327
MEM 8525.925781 1686578020.9363
MEM 8561.464844 1686578021.0404
MEM 8596.839844 1686578021.1442
MEM 8632.359375 1686578021.2483
MEM 8667.664062 1686578021.3524
MEM 8703.031250 1686578021.4561
MEM 8738.406250 1686578021.5598
MEM 8773.683594 1686578021.6639
MEM 8808.933594 1686578021.7676
MEM 8844.351562 1686578021.8719
MEM 8879.558594 1686578021.9754
MEM 8914.894531 1686578022.0792
MEM 8950.421875 1686578022.1834
MEM 8985.910156 1686578022.2877
MEM 9021.070312 1686578022.3913
MEM 9056.304688 1686578022.4949
MEM 9076.679688 1686578022.5992
MEM 9111.011719 1686578022.7033
MEM 9146.210938 1686578022.8074
MEM 9181.394531 1686578022.9110
MEM 9216.792969 1686578023.0151
MEM 9252.308594 1686578023.1187
MEM 9287.554688 1686578023.2228
MEM 9322.835938 1686578023.3269
MEM 9358.226562 1686578023.4310
MEM 9393.601562 1686578023.5351
MEM 9429.015625 1686578023.6392
MEM 9464.441406 1686578023.7433
MEM 9499.875000 1686578023.8474
MEM 9535.187500 1686578023.9512
MEM 9570.632812 1686578024.0552
MEM 9606.214844 1686578024.1593
MEM 9641.671875 1686578024.2634
MEM 9677.101562 1686578024.3675
MEM 9712.671875 1686578024.4719
MEM 9747.984375 1686578024.5754
MEM 9783.375000 1686578024.6791
MEM 9818.855469 1686578024.7832
MEM 9854.242188 1686578024.8871
MEM 9889.496094 1686578024.9911
MEM 9924.875000 1686578025.0945
MEM 9960.312500 1686578025.1985
MEM 9995.957031 1686578025.3026
MEM 10031.414062 1686578025.4067
MEM 10066.992188 1686578025.5108
MEM 10102.503906 1686578025.6149
MEM 10138.152344 1686578025.7190
MEM 10173.664062 1686578025.8231
MEM 10482.593750 1686578025.9272
MEM 10226.968750 1686578026.0312
MEM 10261.289062 1686578026.1348
MEM 10295.605469 1686578026.2384
MEM 10329.667969 1686578026.3425
MEM 10365.238281 1686578026.4466
MEM 10400.726562 1686578026.5507
MEM 10436.273438 1686578026.6548
MEM 10471.757812 1686578026.7584
MEM 10507.113281 1686578026.8628
MEM 10542.613281 1686578026.9669
MEM 10578.210938 1686578027.0710
MEM 10613.753906 1686578027.1751
MEM 10649.164062 1686578027.2794
MEM 10684.578125 1686578027.3835
MEM 10720.000000 1686578027.4876
MEM 10755.582031 1686578027.5919
MEM 10791.132812 1686578027.6963
MEM 10826.640625 1686578027.8004
MEM 10862.011719 1686578027.9045
MEM 10897.558594 1686578028.0088
MEM 10933.027344 1686578028.1129
MEM 10968.472656 1686578028.2170
MEM 11003.859375 1686578028.3209
MEM 11039.058594 1686578028.4245
MEM 11074.480469 1686578028.5286
MEM 11110.023438 1686578028.6330
MEM 11138.847656 1686578028.7373
MEM 11138.847656 1686578028.8427
MEM 11138.847656 1686578028.9465
MEM 11138.847656 1686578029.0506
MEM 11138.855469 1686578029.1557
MEM 11138.855469 1686578029.2598
MEM 11138.855469 1686578029.3651
MEM 10942.859375 1686578029.4692
MEM 10286.859375 1686578029.5732
MEM 9649.859375 1686578029.6774
MEM 9006.859375 1686578029.7820
MEM 8367.859375 1686578029.8860
MEM 7721.859375 1686578029.9899
MEM 7074.859375 1686578030.0939
MEM 6441.859375 1686578030.1979
MEM 5801.859375 1686578030.3034
MEM 5323.859375 1686578030.4085
MEM 4878.859375 1686578030.5146
MEM 4408.859375 1686578030.6187
MEM 3930.859375 1686578030.7228
MEM 3409.859375 1686578030.8268
MEM 2898.859375 1686578030.9309
MEM 2372.859375 1686578031.0360
MEM 1736.859375 1686578031.1401
MEM 1113.859375 1686578031.2450
MEM 630.859375 1686578031.3496
